Transcript Id,Gene Id,name,miTG score
ENST00000586659,ENSG00000197256 ,KANK2,0.806276877
ENST00000395923,ENSG00000104490 ,NCALD,0.805567414
ENST00000295900,ENSG00000163635 ,ATXN7,0.805236354
ENST00000379638,ENSG00000129625 ,REEP5,0.804775613
ENST00000529122,ENSG00000254535 ,PABPC4L,0.804146809
ENST00000432000,ENSG00000183559 ,C10orf120,0.803801216
ENST00000323274,ENSG00000176890 ,TYMS,0.802746766
ENST00000529332,ENSG00000100926 ,TM9SF1,0.799957665
ENST00000376208,ENSG00000148053 ,NTRK2,0.798592323
ENST00000322247,ENSG00000177150 ,FAM210A,0.79858155
ENST00000538664,ENSG00000154611 ,PSMA8,0.796109559
ENST00000229955,ENSG00000112218 ,GPR63,0.795751685
ENST00000370836,ENSG00000171004 ,HS6ST2,0.795147564
ENST00000266581,ENSG00000139211 ,AMIGO2,0.794965117
ENST00000389916,ENSG00000196169 ,KIF19,0.794807131
ENST00000259050,ENSG00000136536 ,44627,0.794681107
ENST00000315571,ENSG00000179241 ,LDLRAD3,0.794360993
ENST00000366582,ENSG00000119285 ,HEATR1,0.794117566
ENST00000415930,ENSG00000105220 ,GPI,0.794063926
ENST00000303372,ENSG00000168778 ,TCTN2,0.792724361
ENST00000393356,ENSG00000113300 ,CNOT6,0.79216145
ENST00000455756,ENSG00000168959 ,GRM5,0.792136079
ENST00000337537,ENSG00000154001 ,PPP2R5E,0.789522985
ENST00000237380,ENSG00000118579 ,MED28,0.788796159
ENST00000530611,ENSG00000254692 ,TM9SF1,0.786469862
ENST00000309983,ENSG00000137364 ,TPMT,0.78409694
ENST00000586987,ENSG00000178904 ,DPY19L3,0.783220805
ENST00000253814,ENSG00000131507 ,NDFIP1,0.782435084
ENST00000314011,ENSG00000125945 ,ZNF436,0.778740934
ENST00000561419,ENSG00000259522 ,RP11-468E2.2,0.777450981
ENST00000339077,ENSG00000122550 ,KLHL7,0.777256927
ENST00000373275,ENSG00000165288 ,BRWD3,0.775389465
ENST00000340623,ENSG00000187699 ,C2orf88,0.775315024
ENST00000254691,ENSG00000132357 ,CARD6,0.774169558
ENST00000340855,ENSG00000010404 ,IDS,0.771896048
ENST00000310125,ENSG00000183434 ,TFDP3,0.771603193
ENST00000533486,ENSG00000137502 ,RAB30,0.769389397
ENST00000220244,ENSG00000103888 ,KIAA1199,0.768254545
ENST00000396976,ENSG00000140265 ,ZSCAN29,0.767437998
ENST00000395715,ENSG00000104447 ,TRPS1,0.767356402
ENST00000405489,ENSG00000138085 ,ATRAID,0.76725071
ENST00000241527,ENSG00000122085 ,MTERFD2,0.767005085
ENST00000310836,ENSG00000174607 ,UGT8,0.766734312
ENST00000370867,ENSG00000162623 ,TYW3,0.766552756
ENST00000522117,ENSG00000164808 ,SPIDR,0.761852573
ENST00000354567,ENSG00000154027 ,AK5,0.761633035
ENST00000399839,ENSG00000093072 ,CECR1,0.76074515
ENST00000391770,ENSG00000179820 ,MYADM,0.76063675
ENST00000555868,ENSG00000182107 ,TMEM30B,0.75970149
ENST00000222567,ENSG00000105849 ,TWISTNB,0.759467167
ENST00000490910,ENSG00000101343 ,CRNKL1,0.758490451
ENST00000371741,ENSG00000158445 ,KCNB1,0.754382052
ENST00000429719,ENSG00000188732 ,FAM221A,0.754333906
ENST00000455997,ENSG00000211456 ,SACM1L,0.753460399
ENST00000411567,ENSG00000147872 ,PLIN2,0.752231299
ENST00000308064,ENSG00000175264 ,CHST1,0.751627669
ENST00000563972,ENSG00000204991 ,SPIRE2,0.750096253
ENST00000532425,ENSG00000086848 ,ALG9,0.749868114
ENST00000222574,ENSG00000105856 ,HBP1,0.749781139
ENST00000357727,ENSG00000146592 ,CREB5,0.749197559
ENST00000322357,ENSG00000178951 ,ZBTB7A,0.74865759
ENST00000443940,ENSG00000132749 ,MTL5,0.748229391
ENST00000425217,ENSG00000171435 ,KSR2,0.74688284
ENST00000223122,ENSG00000106392 ,C1GALT1,0.745193921
ENST00000312675,ENSG00000145012 ,LPP,0.744853799
ENST00000282120,ENSG00000152291 ,TGOLN2,0.742519243
ENST00000409134,ENSG00000164904 ,ALDH7A1,0.742463632
ENST00000302503,ENSG00000109919 ,MTCH2,0.738981929
ENST00000444452,ENSG00000138073 ,PREB,0.738964559
ENST00000335247,ENSG00000186684 ,CYP27C1,0.737032613
ENST00000367545,ENSG00000152818 ,UTRN,0.736319814
ENST00000399967,ENSG00000215298 ,FP15737,0.735003451
ENST00000442720,ENSG00000129810 ,SGOL1,0.734993958
ENST00000423275,ENSG00000132155 ,RAF1,0.734194284
ENST00000370298,ENSG00000143033 ,MTF2,0.733089923
ENST00000453386,ENSG00000136527 ,TRA2B,0.73267987
ENST00000362003,ENSG00000185619 ,PCGF3,0.732616015
ENST00000225245,ENSG00000006075 ,CCL3,0.732251172
ENST00000233336,ENSG00000114999 ,TTL,0.731955438
ENST00000407471,ENSG00000138867 ,GUCD1,0.731126817
ENST00000356387,ENSG00000160991 ,ORAI2,0.730744165
ENST00000334490,ENSG00000186354 ,C9orf47,0.729825928
ENST00000367282,ENSG00000170075 ,GPR37L1,0.726832707
ENST00000295851,ENSG00000138443 ,ABI2,0.726499591
ENST00000481882,ENSG00000162456 ,KNCN,0.726160119
ENST00000377026,ENSG00000125814 ,NAPB,0.725484094
ENST00000458385,ENSG00000164323 ,KIAA1430,0.72188277
ENST00000606589,ENSG00000272104 ,XXcos-LUCA11.5,0.721215933
ENST00000542278,ENSG00000165195 ,PIGA,0.720328848
ENST00000368409,ENSG00000243364 ,EFNA4,0.72023955
ENST00000366767,ENSG00000143776 ,CDC42BPA,0.719077647
ENST00000266037,ENSG00000088538 ,DOCK3,0.716985715
ENST00000448662,ENSG00000154556 ,SORBS2,0.716647497
ENST00000374720,ENSG00000070214 ,SLC44A1,0.715521526
ENST00000258991,ENSG00000136478 ,TEX2,0.714636587
ENST00000383718,ENSG00000163681 ,SLMAP,0.71359808
ENST00000346562,ENSG00000151322 ,NPAS3,0.71353234
ENST00000334116,ENSG00000186020 ,ZNF529,0.713344563
ENST00000496455,ENSG00000163655 ,GMPS,0.713323502
ENST00000382315,ENSG00000250510 ,GPR162,0.712592704
ENST00000394264,ENSG00000187866 ,FAM122A,0.709287947
ENST00000008180,ENSG00000008517 ,IL32,0.708367806
ENST00000353267,ENSG00000118260 ,CREB1,0.707004643
ENST00000342192,ENSG00000185651 ,UBE2L3,0.706838666
ENST00000392869,ENSG00000121964 ,GTDC1,0.705681862
ENST00000524160,ENSG00000256061 ,DYX1C1,0.705640242
ENST00000264644,ENSG00000108352 ,RAPGEFL1,0.703943267
ENST00000337211,ENSG00000156374 ,PCGF6,0.70077223
ENST00000335877,ENSG00000125818 ,PSMF1,0.700417971
