Transcript Id,Gene Id,name,miTG score
ENST00000426094,ENSG00000007392 ,LUC7L,0.919297478
ENST00000510089,ENSG00000164180 ,TMEM161B,0.918813688
ENST00000480945,ENSG00000197312 ,DDI2,0.917340761
ENST00000372004,ENSG00000124151 ,NCOA3,0.914582054
ENST00000261509,ENSG00000129116 ,PALLD,0.913189132
ENST00000310078,ENSG00000173744 ,AGFG1,0.911431885
ENST00000366956,ENSG00000152104 ,PTPN14,0.91129064
ENST00000333314,ENSG00000251201 ,TMED7-TICAM2,0.910711198
ENST00000327040,ENSG00000156011 ,PSD3,0.910564589
ENST00000398417,ENSG00000141646 ,SMAD4,0.906706821
ENST00000376324,ENSG00000054938 ,CHRDL2,0.906650653
ENST00000374586,ENSG00000106771 ,TMEM245,0.905551144
ENST00000380122,ENSG00000086712 ,TXLNG,0.905373992
ENST00000315475,ENSG00000177932 ,ZNF354C,0.905096672
ENST00000358193,ENSG00000162398 ,C1orf177,0.905039741
ENST00000367466,ENSG00000116711 ,PLA2G4A,0.904177746
ENST00000249647,ENSG00000092531 ,SNAP23,0.903407012
ENST00000255006,ENSG00000132669 ,RIN2,0.902126656
ENST00000452015,ENSG00000235194 ,PPP1R3E,0.901278187
ENST00000282892,ENSG00000152944 ,MED21,0.900825486
ENST00000467167,ENSG00000114491 ,UMPS,0.900228886
ENST00000247178,ENSG00000126775 ,ATG14,0.898981714
ENST00000480568,ENSG00000203836 ,NBPF24,0.898227393
ENST00000271532,ENSG00000163518 ,FCRL4,0.897542676
ENST00000181839,ENSG00000065883 ,CDK13,0.897507123
ENST00000370483,ENSG00000014919 ,COX15,0.897107431
ENST00000286317,ENSG00000155868 ,MED7,0.896809666
ENST00000378187,ENSG00000204978 ,C19orf69,0.895541311
ENST00000355238,ENSG00000135316 ,SYNCRIP,0.895228508
ENST00000303596,ENSG00000168286 ,THAP11,0.895115031
ENST00000394611,ENSG00000115310 ,RTN4,0.893720576
ENST00000296582,ENSG00000164168 ,TMEM184C,0.893691846
ENST00000247461,ENSG00000127022 ,CANX,0.893550492
ENST00000508657,ENSG00000146021 ,KLHL3,0.891992098
ENST00000361256,ENSG00000198917 ,C9orf114,0.890723453
ENST00000334528,ENSG00000248905 ,FMN1,0.890677592
ENST00000428128,ENSG00000187627 ,RGPD1,0.890545216
ENST00000540035,ENSG00000079101 ,CLUL1,0.890335801
ENST00000361752,ENSG00000112531 ,QKI,0.890045929
ENST00000391788,ENSG00000167555 ,ZNF528,0.888851349
ENST00000382276,ENSG00000137090 ,DMRT1,0.888616546
ENST00000337743,ENSG00000089123 ,TASP1,0.887501289
ENST00000482512,ENSG00000173230 ,GOLGB1,0.886812829
ENST00000409258,ENSG00000132305 ,IMMT,0.886616458
ENST00000438257,ENSG00000211448 ,DIO2,0.886444576
ENST00000405805,ENSG00000189403 ,HMGB1,0.886393707
ENST00000243298,ENSG00000123570 ,RAB9B,0.885586798
ENST00000296585,ENSG00000164171 ,ITGA2,0.885532199
ENST00000368324,ENSG00000132718 ,SYT11,0.885195972
ENST00000375078,ENSG00000162545 ,CAMK2N1,0.88486527
ENST00000274629,ENSG00000145936 ,KCNMB1,0.884796627
ENST00000607273,ENSG00000146143 ,PRIM2,0.884221875
ENST00000307296,ENSG00000170248 ,PDCD6IP,0.884123342
ENST00000392869,ENSG00000121964 ,GTDC1,0.883764759
ENST00000336126,ENSG00000180628 ,PCGF5,0.883437692
ENST00000519163,ENSG00000104218 ,CSPP1,0.882765466
ENST00000262213,ENSG00000067167 ,TRAM1,0.88225121
ENST00000607772,ENSG00000153721 ,CNKSR3,0.882239986
ENST00000261192,ENSG00000060982 ,BCAT1,0.882145973
ENST00000425217,ENSG00000171435 ,KSR2,0.881318828
ENST00000429989,ENSG00000108219 ,TSPAN14,0.880739506
ENST00000379558,ENSG00000189350 ,FAM179A,0.880179076
ENST00000367324,ENSG00000081277 ,PKP1,0.87996437
ENST00000393487,ENSG00000071073 ,MGAT4A,0.87962813
ENST00000261425,ENSG00000109790 ,KLHL5,0.879519917
ENST00000238616,ENSG00000119638 ,NEK9,0.879080879
ENST00000373783,ENSG00000181915 ,ADO,0.878714904
ENST00000580768,ENSG00000006740 ,ARHGAP44,0.877640672
ENST00000470487,ENSG00000173905 ,GOLIM4,0.877437814
ENST00000377918,ENSG00000118946 ,PCDH17,0.87738039
ENST00000398675,ENSG00000151233 ,GXYLT1,0.875257367
ENST00000394670,ENSG00000010244 ,ZNF207,0.874490114
ENST00000337227,ENSG00000089050 ,RBBP9,0.872653226
ENST00000314073,ENSG00000112624 ,GLTSCR1L,0.872380646
ENST00000559726,ENSG00000104043 ,ATP8B4,0.87227049
ENST00000529689,ENSG00000137500 ,CCDC90B,0.871900651
ENST00000341547,ENSG00000136153 ,LMO7,0.87122592
ENST00000329099,ENSG00000183688 ,FAM101B,0.869917281
ENST00000557138,ENSG00000179008 ,C14orf39,0.868758736
ENST00000340067,ENSG00000188997 ,KCTD21,0.86744254
ENST00000264065,ENSG00000077232 ,DNAJC10,0.866698162
ENST00000402690,ENSG00000175387 ,SMAD2,0.866447178
ENST00000332439,ENSG00000182224 ,CYB5D1,0.866085306
ENST00000233946,ENSG00000115594 ,IL1R1,0.865083246
ENST00000269197,ENSG00000141431 ,ASXL3,0.863774681
ENST00000403263,ENSG00000114933 ,INO80D,0.863401727
ENST00000441719,ENSG00000115548 ,KDM3A,0.86330726
ENST00000225388,ENSG00000108256 ,NUFIP2,0.863210006
ENST00000442592,ENSG00000108826 ,MRPL27,0.86250694
ENST00000368882,ENSG00000123505 ,AMD1,0.862086836
ENST00000396037,ENSG00000111728 ,ST8SIA1,0.861247815
ENST00000280330,ENSG00000150756 ,FAM173B,0.860783097
ENST00000360824,ENSG00000166734 ,CASC4,0.860345178
ENST00000439705,ENSG00000095794 ,CREM,0.860289641
ENST00000525557,ENSG00000140090 ,SLC24A4,0.860263377
ENST00000379554,ENSG00000188487 ,INSC,0.859538865
ENST00000378279,ENSG00000205002 ,AARD,0.859481282
ENST00000421787,ENSG00000026297 ,RNASET2,0.85710931
ENST00000555330,ENSG00000119682 ,AREL1,0.856859669
ENST00000600820,ENSG00000269657 ,AC079210.1,0.856174684
ENST00000431807,ENSG00000144395 ,CCDC150,0.855847311
ENST00000389879,ENSG00000090061 ,CCNK,0.855385348
ENST00000564415,ENSG00000103051 ,COG4,0.854485686
ENST00000487292,ENSG00000168970 ,JMJD7-PLA2G4B,0.854415798
ENST00000356189,ENSG00000176244 ,ACBD7,0.854311185
ENST00000379607,ENSG00000173674 ,EIF1AX,0.852344871
ENST00000555818,ENSG00000197555 ,SIPA1L1,0.850920051
ENST00000273258,ENSG00000144746 ,ARL6IP5,0.850395006
ENST00000446488,ENSG00000170322 ,NFRKB,0.849369214
ENST00000542806,ENSG00000107186 ,MPDZ,0.849200745
ENST00000511306,ENSG00000183206 ,POTEC,0.849062939
ENST00000292377,ENSG00000213420 ,GPC2,0.847277214
ENST00000343318,ENSG00000240720 ,LRRD1,0.847271639
ENST00000083182,ENSG00000062725 ,APPBP2,0.847020706
ENST00000232905,ENSG00000114784 ,EIF1B,0.846997703
ENST00000263102,ENSG00000108091 ,CCDC6,0.846335648
ENST00000261636,ENSG00000120805 ,ARL1,0.844145969
ENST00000472616,ENSG00000006459 ,KDM7A,0.84392255
ENST00000372226,ENSG00000170734 ,POLH,0.842905836
ENST00000359766,ENSG00000198586 ,TLK1,0.842582976
ENST00000434524,ENSG00000114988 ,LMAN2L,0.842482297
ENST00000240364,ENSG00000121104 ,FAM117A,0.841106444
ENST00000462942,ENSG00000181090 ,EHMT1,0.84083831
ENST00000396275,ENSG00000179826 ,MRGPRX3,0.840764297
ENST00000600120,ENSG00000170954 ,ZNF415,0.840418101
ENST00000409825,ENSG00000068724 ,TTC7A,0.84011611
ENST00000443387,ENSG00000167635 ,ZNF146,0.839494699
ENST00000409290,ENSG00000122574 ,WIPF3,0.83949152
ENST00000395699,ENSG00000146676 ,PURB,0.838912618
ENST00000371335,ENSG00000005893 ,LAMP2,0.838735022
ENST00000321250,ENSG00000104660 ,LEPROTL1,0.838012065
ENST00000360768,ENSG00000196715 ,VKORC1L1,0.837554981
ENST00000483536,ENSG00000139910 ,NOVA1,0.837544626
ENST00000311177,ENSG00000170689 ,HOXB9,0.837273429
ENST00000255977,ENSG00000133606 ,MKRN1,0.836748045
ENST00000296839,ENSG00000164379 ,FOXQ1,0.83585758
ENST00000603515,ENSG00000152042 ,NBPF11,0.83546451
ENST00000232375,ENSG00000114268 ,PFKFB4,0.834763589
ENST00000261226,ENSG00000057704 ,TMCC3,0.834385873
ENST00000259213,ENSG00000136696 ,IL36B,0.834279944
ENST00000478691,ENSG00000125944 ,HNRNPR,0.833682674
ENST00000609104,ENSG00000148429 ,USP6NL,0.83267938
ENST00000419433,ENSG00000163482 ,STK36,0.832424786
ENST00000480687,ENSG00000173540 ,GMPPB,0.832390049
ENST00000243457,ENSG00000123700 ,KCNJ2,0.831884204
ENST00000317025,ENSG00000147548 ,WHSC1L1,0.830850124
ENST00000512465,ENSG00000125386 ,FAM193A,0.830753956
ENST00000443774,ENSG00000225899 ,FRG2B,0.830483157
ENST00000609686,ENSG00000273079 ,GRIN2B,0.829329441
ENST00000271411,ENSG00000143190 ,POU2F1,0.828922619
ENST00000484733,ENSG00000092108 ,SCFD1,0.828530852
ENST00000295683,ENSG00000163464 ,CXCR1,0.82762396
ENST00000389993,ENSG00000068878 ,PSME4,0.82691513
ENST00000373210,ENSG00000134698 ,AGO4,0.8268075
ENST00000551509,ENSG00000187537 ,POTEM,0.82652701
ENST00000443624,ENSG00000142676 ,RPL11,0.824250431
ENST00000540830,ENSG00000166037 ,CEP57,0.824105003
ENST00000296464,ENSG00000164070 ,HSPA4L,0.823461027
ENST00000607016,ENSG00000272325 ,NUDT3,0.822356677
ENST00000322366,ENSG00000163625 ,WDFY3,0.821924598
ENST00000324106,ENSG00000178562 ,CD28,0.82072788
ENST00000366844,ENSG00000154380 ,ENAH,0.820269826
ENST00000566029,ENSG00000177200 ,CHD9,0.820156868
ENST00000261211,ENSG00000059758 ,CDK17,0.818206615
ENST00000370544,ENSG00000143013 ,LMO4,0.818148422
ENST00000506824,ENSG00000109466 ,KLHL2,0.817416124
ENST00000553053,ENSG00000089022 ,MAPKAPK5,0.81712013
ENST00000595396,ENSG00000173988 ,LRRC63,0.816282464
ENST00000568954,ENSG00000040199 ,PHLPP2,0.815356817
ENST00000533050,ENSG00000197798 ,FAM118B,0.814809116
ENST00000515826,ENSG00000144868 ,TMEM108,0.814498566
ENST00000426861,ENSG00000108387 ,4-Sep,0.814223078
ENST00000453654,ENSG00000157680 ,DGKI,0.813471703
ENST00000536651,ENSG00000144741 ,SLC25A26,0.813353932
ENST00000414803,ENSG00000179934 ,CCR8,0.813331575
ENST00000409832,ENSG00000222036 ,POTEG,0.812341826
ENST00000568252,ENSG00000179455 ,MKRN3,0.812200155
ENST00000398844,ENSG00000113615 ,SEC24A,0.811707112
ENST00000433211,ENSG00000183230 ,CTNNA3,0.811622409
ENST00000531101,ENSG00000167333 ,TRIM68,0.811451392
ENST00000381854,ENSG00000106993 ,CDC37L1,0.810139799
ENST00000543418,ENSG00000197415 ,VEPH1,0.809732382
ENST00000395862,ENSG00000155097 ,ATP6V1C1,0.807806629
ENST00000359523,ENSG00000197965 ,MPZL1,0.807048405
ENST00000373233,ENSG00000124177 ,CHD6,0.806989175
ENST00000306336,ENSG00000168887 ,C2orf68,0.806978832
ENST00000381440,ENSG00000205730 ,ITPRIPL2,0.806971614
ENST00000534981,ENSG00000111726 ,CMAS,0.806331902
ENST00000298355,ENSG00000100505 ,TRIM9,0.806053821
ENST00000368320,ENSG00000132680 ,KIAA0907,0.805853527
ENST00000302472,ENSG00000171522 ,PTGER4,0.80582527
ENST00000350526,ENSG00000135903 ,PAX3,0.805422391
ENST00000458441,ENSG00000170011 ,MYRIP,0.804377566
ENST00000409198,ENSG00000183091 ,NEB,0.804313216
ENST00000264157,ENSG00000082258 ,CCNT2,0.80430275
ENST00000410066,ENSG00000144331 ,ZNF385B,0.803202621
ENST00000381801,ENSG00000139505 ,MTMR6,0.802554711
ENST00000508457,ENSG00000205208 ,C4orf46,0.802327989
ENST00000325874,ENSG00000131242 ,RAB11FIP4,0.802276664
ENST00000369635,ENSG00000135317 ,SNX14,0.802130504
ENST00000448246,ENSG00000105866 ,SP4,0.801205682
ENST00000261441,ENSG00000081019 ,RSBN1,0.800898181
ENST00000541112,ENSG00000137449 ,CPEB2,0.800823134
ENST00000423687,ENSG00000225119 ,LINC00999,0.800810473
ENST00000580038,ENSG00000079134 ,THOC1,0.800527791
ENST00000601297,ENSG00000268211 ,AL359091.2,0.800188859
ENST00000542935,ENSG00000135048 ,TMEM2,0.79971298
ENST00000413150,ENSG00000071054 ,MAP4K4,0.798690069
ENST00000265866,ENSG00000096746 ,HNRNPH3,0.797663373
ENST00000310701,ENSG00000122497 ,NBPF14,0.79766273
ENST00000334241,ENSG00000186300 ,ZNF555,0.796439806
ENST00000403729,ENSG00000163297 ,ANTXR2,0.795970868
ENST00000399848,ENSG00000168675 ,LDLRAD4,0.794989264
ENST00000407775,ENSG00000169946 ,ZFPM2,0.794902722
ENST00000392485,ENSG00000161547 ,SRSF2,0.794850127
ENST00000534187,ENSG00000186523 ,FAM86B1,0.793666085
ENST00000494120,ENSG00000116922 ,C1orf109,0.793351041
ENST00000559420,ENSG00000138604 ,GLCE,0.793112137
ENST00000155926,ENSG00000071575 ,TRIB2,0.792914692
ENST00000441049,ENSG00000188010 ,MORN2,0.792257266
ENST00000483468,ENSG00000135597 ,REPS1,0.792076895
ENST00000601372,ENSG00000167785 ,ZNF558,0.792035289
ENST00000371953,ENSG00000171862 ,PTEN,0.791935234
ENST00000555944,ENSG00000088833 ,NSFL1C,0.791665103
ENST00000562465,ENSG00000140326 ,CDAN1,0.791220061
ENST00000433818,ENSG00000149262 ,INTS4,0.790969301
ENST00000416904,ENSG00000139651 ,ZNF740,0.790476939
ENST00000356686,ENSG00000197851 ,C7orf76,0.790347509
ENST00000452722,ENSG00000182985 ,CADM1,0.790264975
ENST00000397276,ENSG00000100836 ,PABPN1,0.789865869
ENST00000338700,ENSG00000109654 ,TRIM2,0.789623918
ENST00000451653,ENSG00000093183 ,SEC22C,0.789365353
ENST00000532442,ENSG00000214787 ,MS4A4E,0.789307601
ENST00000490904,ENSG00000085511 ,MAP3K4,0.788330486
ENST00000329627,ENSG00000215193 ,PEX26,0.788177755
ENST00000461221,ENSG00000012048 ,BRCA1,0.787912259
ENST00000263238,ENSG00000115091 ,ACTR3,0.787729442
ENST00000335648,ENSG00000249087 ,C1orf213,0.787694104
ENST00000403638,ENSG00000115687 ,PASK,0.786908073
ENST00000369135,ENSG00000163113 ,OTUD7B,0.786706151
ENST00000360683,ENSG00000151292 ,CSNK1G3,0.785589511
ENST00000367390,ENSG00000143355 ,LHX9,0.785317043
ENST00000308497,ENSG00000173320 ,STOX2,0.782490249
ENST00000564734,ENSG00000128731 ,HERC2,0.781078613
ENST00000544216,ENSG00000257103 ,LSM14A,0.781074375
ENST00000297994,ENSG00000165275 ,TRMT10B,0.781010859
ENST00000508798,ENSG00000168785 ,TSPAN5,0.780410311
ENST00000367808,ENSG00000117475 ,BLZF1,0.780098595
ENST00000299084,ENSG00000166068 ,SPRED1,0.779748632
ENST00000513973,ENSG00000013375 ,PGM3,0.77973285
ENST00000557943,ENSG00000140374 ,ETFA,0.779576152
ENST00000373191,ENSG00000126070 ,AGO3,0.779459057
ENST00000361886,ENSG00000184599 ,FAM19A3,0.779123675
ENST00000360647,ENSG00000163848 ,ZNF148,0.778412016
ENST00000330258,ENSG00000184675 ,AMER1,0.778124524
ENST00000397149,ENSG00000122692 ,SMU1,0.777948456
ENST00000359786,ENSG00000197879 ,MYO1C,0.777896365
ENST00000526262,ENSG00000131626 ,PPFIA1,0.777579036
ENST00000263733,ENSG00000116199 ,FAM20B,0.77679284
ENST00000509769,ENSG00000145390 ,USP53,0.776478777
ENST00000541124,ENSG00000131467 ,PSME3,0.776477582
ENST00000247225,ENSG00000126821 ,SGPP1,0.77644936
ENST00000374552,ENSG00000158813 ,EDA,0.776292658
ENST00000355997,ENSG00000137872 ,SEMA6D,0.775300922
ENST00000464506,ENSG00000123595 ,RAB9A,0.775065181
ENST00000422003,ENSG00000154114 ,TBCEL,0.774291926
ENST00000374431,ENSG00000198121 ,LPAR1,0.77387163
ENST00000357731,ENSG00000172260 ,NEGR1,0.773518691
ENST00000380502,ENSG00000147874 ,HAUS6,0.773324693
ENST00000266508,ENSG00000139154 ,AEBP2,0.772803223
ENST00000317019,ENSG00000175728 ,C11orf44,0.771530066
ENST00000453133,ENSG00000115464 ,USP34,0.771188515
ENST00000223073,ENSG00000106344 ,RBM28,0.770977746
ENST00000321437,ENSG00000166128 ,RAB8B,0.770427253
ENST00000338965,ENSG00000188211 ,NCR3LG1,0.769968616
ENST00000355125,ENSG00000011114 ,BTBD7,0.769780438
ENST00000525514,ENSG00000118513 ,MYB,0.769636333
ENST00000506468,ENSG00000249481 ,SPATS1,0.769565134
ENST00000528759,ENSG00000165490 ,C11orf82,0.76916173
ENST00000458420,ENSG00000158258 ,CLSTN2,0.769126212
ENST00000508624,ENSG00000134982 ,APC,0.769086987
ENST00000450172,ENSG00000178038 ,ALS2CL,0.768912244
ENST00000374584,ENSG00000181191 ,PJA1,0.768616153
ENST00000357250,ENSG00000112280 ,COL9A1,0.768585214
ENST00000378827,ENSG00000125845 ,BMP2,0.767645719
ENST00000261530,ENSG00000089916 ,GPATCH2L,0.767542708
ENST00000315285,ENSG00000021574 ,SPAST,0.767248421
ENST00000327925,ENSG00000205212 ,CCDC144NL,0.767206562
ENST00000397023,ENSG00000132170 ,PPARG,0.767147821
ENST00000445946,ENSG00000227268 ,KLLN,0.767016996
ENST00000289989,ENSG00000241852 ,C8orf58,0.767008534
ENST00000250489,ENSG00000165782 ,TMEM55B,0.766408082
ENST00000359933,ENSG00000066739 ,ATG2B,0.766393109
ENST00000509505,ENSG00000038295 ,TLL1,0.765639968
ENST00000399322,ENSG00000136267 ,DGKB,0.765324031
ENST00000260126,ENSG00000137571 ,SLCO5A1,0.765293008
ENST00000278379,ENSG00000110436 ,SLC1A2,0.765139475
ENST00000435504,ENSG00000143970 ,ASXL2,0.764782016
ENST00000333916,ENSG00000120159 ,CAAP1,0.763920137
ENST00000376208,ENSG00000148053 ,NTRK2,0.763726586
ENST00000535549,ENSG00000134954 ,ETS1,0.763715029
ENST00000576370,ENSG00000166260 ,COX11,0.763247271
ENST00000337959,ENSG00000100266 ,PACSIN2,0.763157147
ENST00000251081,ENSG00000134755 ,DSC2,0.762874956
ENST00000513000,ENSG00000109452 ,INPP4B,0.761984705
ENST00000341376,ENSG00000001167 ,NFYA,0.761983957
ENST00000295569,ENSG00000163377 ,FAM19A4,0.761684248
ENST00000509578,ENSG00000127184 ,COX7C,0.761188487
ENST00000357637,ENSG00000197563 ,PIGN,0.760967787
ENST00000254810,ENSG00000132475 ,H3F3B,0.760454013
ENST00000354624,ENSG00000156510 ,HKDC1,0.760226048
ENST00000538287,ENSG00000125257 ,ABCC4,0.7601288
ENST00000370631,ENSG00000155252 ,PI4K2A,0.759702793
ENST00000370693,ENSG00000112208 ,BAG2,0.759685162
ENST00000368336,ENSG00000132676 ,DAP3,0.759318043
ENST00000416428,ENSG00000204790 ,CBWD6,0.758852287
ENST00000602307,ENSG00000076201 ,PTPN23,0.758266226
ENST00000244769,ENSG00000124788 ,ATXN1,0.757840596
ENST00000394155,ENSG00000022267 ,FHL1,0.757720181
ENST00000414517,ENSG00000149054 ,ZNF215,0.757704141
ENST00000568805,ENSG00000196678 ,ERI2,0.757548984
ENST00000261461,ENSG00000066027 ,PPP2R5A,0.75676033
ENST00000380822,ENSG00000085231 ,TAF9,0.756589423
ENST00000273968,ENSG00000145337 ,PYURF,0.756386236
ENST00000480058,ENSG00000112739 ,PRPF4B,0.755931015
ENST00000373275,ENSG00000165288 ,BRWD3,0.755300596
ENST00000496804,ENSG00000127603 ,MACF1,0.755214943
ENST00000286448,ENSG00000124333 ,VAMP7,0.754947011
ENST00000374279,ENSG00000148154 ,UGCG,0.754900892
ENST00000469858,ENSG00000113810 ,SMC4,0.754520358
ENST00000315273,ENSG00000151693 ,ASAP2,0.754393706
ENST00000340648,ENSG00000160208 ,RRP1B,0.752874748
ENST00000397564,ENSG00000111707 ,SUDS3,0.752526959
ENST00000339562,ENSG00000153234 ,NR4A2,0.75239235
ENST00000354574,ENSG00000139436 ,GIT2,0.751901052
ENST00000264867,ENSG00000109819 ,PPARGC1A,0.751457965
ENST00000434452,ENSG00000134762 ,DSC3,0.750281672
ENST00000367731,ENSG00000197959 ,DNM3,0.74984736
ENST00000393810,ENSG00000157593 ,SLC35B2,0.749238848
ENST00000327381,ENSG00000206579 ,XKR4,0.748671551
ENST00000369872,ENSG00000143028 ,SYPL2,0.748613768
ENST00000375018,ENSG00000165138 ,ANKS6,0.747698053
ENST00000263160,ENSG00000091664 ,SLC17A6,0.747653435
ENST00000503400,ENSG00000005700 ,IBTK,0.747615874
ENST00000334801,ENSG00000186174 ,BCL9L,0.747346777
ENST00000589144,ENSG00000105705 ,SUGP1,0.74719146
ENST00000415383,ENSG00000155229 ,MMS19,0.746547329
ENST00000282020,ENSG00000152208 ,GRID2,0.7464688
ENST00000543229,ENSG00000060339 ,CCAR1,0.746163168
ENST00000370185,ENSG00000117600 ,LPPR4,0.746060442
ENST00000478199,ENSG00000162885 ,B3GALNT2,0.746048383
ENST00000254695,ENSG00000132359 ,RAP1GAP2,0.745808594
ENST00000426654,ENSG00000102908 ,NFAT5,0.745435189
ENST00000374323,ENSG00000204176 ,SYT15,0.744939719
ENST00000357529,ENSG00000166532 ,RIMKLB,0.744228279
ENST00000399289,ENSG00000180509 ,KCNE1,0.743968332
ENST00000342745,ENSG00000100647 ,KIAA0247,0.743085156
ENST00000258739,ENSG00000136240 ,KDELR2,0.743003788
ENST00000389868,ENSG00000100503 ,NIN,0.742925547
ENST00000325747,ENSG00000103995 ,CEP152,0.742900493
ENST00000587003,ENSG00000068097 ,HEATR6,0.742811766
ENST00000397992,ENSG00000140836 ,ZFHX3,0.742313833
ENST00000312046,ENSG00000164830 ,OXR1,0.742306837
ENST00000366882,ENSG00000112541 ,PDE10A,0.742007402
ENST00000508471,ENSG00000159733 ,ZFYVE28,0.741765557
ENST00000348370,ENSG00000157450 ,RNF111,0.741736023
ENST00000361085,ENSG00000075407 ,ZNF37A,0.741104741
ENST00000448464,ENSG00000164938 ,TP53INP1,0.740920797
ENST00000318789,ENSG00000114861 ,FOXP1,0.740855222
ENST00000458246,ENSG00000122678 ,POLM,0.740362313
ENST00000314529,ENSG00000177842 ,ZNF620,0.739410069
ENST00000215832,ENSG00000100030 ,MAPK1,0.738595753
ENST00000458162,ENSG00000111224 ,PARP11,0.737917759
ENST00000369799,ENSG00000168710 ,AHCYL1,0.737895317
ENST00000522965,ENSG00000104312 ,RIPK2,0.737783255
ENST00000409636,ENSG00000143889 ,HNRNPLL,0.737737258
