Transcript Id,Gene Id,name,miTG score
ENST00000405511,ENSG00000100336 ,APOL4,0.878177754
ENST00000545075,ENSG00000256045 ,MTRNR2L10,0.877677916
ENST00000299575,ENSG00000166454 ,ATMIN,0.876519692
ENST00000575423,ENSG00000121064 ,SCPEP1,0.876232515
ENST00000409652,ENSG00000221963 ,APOL6,0.874255469
ENST00000280734,ENSG00000151117 ,TMEM86A,0.871665506
ENST00000342785,ENSG00000038427 ,VCAN,0.870383203
ENST00000262367,ENSG00000005339 ,CREBBP,0.86539387
ENST00000430430,ENSG00000205189 ,ZBTB10,0.86506743
ENST00000448246,ENSG00000105866 ,SP4,0.86227023
ENST00000367225,ENSG00000091844 ,RGS17,0.855754959
ENST00000369831,ENSG00000213366 ,GSTM2,0.854177198
ENST00000256429,ENSG00000134046 ,MBD2,0.853635534
ENST00000403263,ENSG00000114933 ,INO80D,0.850785905
ENST00000431083,ENSG00000217825 ,AC099552.4,0.848562781
ENST00000541158,ENSG00000165409 ,TSHR,0.847988172
ENST00000457664,ENSG00000271271 ,UGT2A2,0.846358936
ENST00000230461,ENSG00000112697 ,TMEM30A,0.846210736
ENST00000281092,ENSG00000151422 ,FER,0.845361548
ENST00000257290,ENSG00000134853 ,PDGFRA,0.842976191
ENST00000588644,ENSG00000171827 ,ZNF570,0.842605703
ENST00000514019,ENSG00000270386 ,UGT2A1,0.839653239
ENST00000307296,ENSG00000170248 ,PDCD6IP,0.837011404
ENST00000331173,ENSG00000177613 ,CSTF2T,0.836079372
ENST00000503640,ENSG00000173610 ,UGT2A1,0.835895973
ENST00000338821,ENSG00000054793 ,ATP9A,0.834969024
ENST00000361217,ENSG00000198837 ,DENND4B,0.833124133
ENST00000454046,ENSG00000070669 ,ASNS,0.832079146
ENST00000451191,ENSG00000144366 ,GULP1,0.832049153
ENST00000422453,ENSG00000169714 ,CNBP,0.826939801
ENST00000381176,ENSG00000138944 ,KIAA1644,0.826186985
ENST00000441290,ENSG00000128573 ,FOXP2,0.825576394
ENST00000360409,ENSG00000118257 ,NRP2,0.82522045
ENST00000369550,ENSG00000130826 ,DKC1,0.825124887
ENST00000306917,ENSG00000169018 ,FEM1B,0.824802435
ENST00000341469,ENSG00000106785 ,TRIM14,0.823844498
ENST00000340595,ENSG00000080493 ,SLC4A4,0.823038762
ENST00000374810,ENSG00000078804 ,TP53INP2,0.823006875
ENST00000367895,ENSG00000112319 ,EYA4,0.822465571
ENST00000513432,ENSG00000101639 ,CEP192,0.82118603
ENST00000240922,ENSG00000121579 ,NAA50,0.821100908
ENST00000301180,ENSG00000066084 ,DIP2B,0.820840344
ENST00000382038,ENSG00000113456 ,RAD1,0.820314627
ENST00000428443,ENSG00000187231 ,SESTD1,0.818335976
ENST00000422437,ENSG00000258388 ,PPT2-EGFL8,0.817319077
ENST00000374692,ENSG00000095209 ,TMEM38B,0.816138416
ENST00000372410,ENSG00000148358 ,GPR107,0.815299286
ENST00000511532,ENSG00000164124 ,TMEM144,0.814825968
ENST00000533227,ENSG00000187398 ,LUZP2,0.808878767
ENST00000332585,ENSG00000184792 ,OSBP2,0.808829386
ENST00000263665,ENSG00000113805 ,CNTN3,0.80519899
ENST00000310653,ENSG00000175582 ,RAB6A,0.803726837
ENST00000535008,ENSG00000187416 ,LHFPL3,0.802705278
ENST00000511261,ENSG00000124279 ,FASTKD3,0.801929177
ENST00000251607,ENSG00000072756 ,TRNT1,0.801847642
ENST00000335154,ENSG00000161791 ,FMNL3,0.80120137
ENST00000371953,ENSG00000171862 ,PTEN,0.80072921
ENST00000378528,ENSG00000139323 ,POC1B,0.800395088
ENST00000381573,ENSG00000120217 ,CD274,0.799932895
ENST00000368184,ENSG00000160856 ,FCRL3,0.799198464
ENST00000398187,ENSG00000077458 ,FAM76B,0.797823388
ENST00000254101,ENSG00000131791 ,PRKAB2,0.796447681
ENST00000269197,ENSG00000141431 ,ASXL3,0.795229738
ENST00000293860,ENSG00000161980 ,POLR3K,0.79251066
ENST00000346623,ENSG00000184254 ,ALDH1A3,0.792043971
ENST00000258947,ENSG00000136436 ,CALCOCO2,0.791454868
ENST00000397137,ENSG00000166619 ,BLCAP,0.791230448
ENST00000400000,ENSG00000101558 ,VAPA,0.790399787
ENST00000503275,ENSG00000069018 ,TRPC7,0.788486843
ENST00000268661,ENSG00000140986 ,RPL3L,0.786614373
ENST00000301244,ENSG00000167642 ,SPINT2,0.786420933
ENST00000561081,ENSG00000137821 ,LRRC49,0.786044175
ENST00000453654,ENSG00000157680 ,DGKI,0.785968651
ENST00000538183,ENSG00000112096 ,SOD2,0.7857275
ENST00000401695,ENSG00000164587 ,RPS14,0.785464913
ENST00000351193,ENSG00000169251 ,NMD3,0.785423589
ENST00000524622,ENSG00000135426 ,TESPA1,0.783473934
ENST00000361875,ENSG00000196428 ,TSC22D2,0.781061226
ENST00000556029,ENSG00000120802 ,TMPO,0.780343776
ENST00000379565,ENSG00000177189 ,RPS6KA3,0.779815545
ENST00000377474,ENSG00000178695 ,KCTD12,0.777093158
ENST00000264065,ENSG00000077232 ,DNAJC10,0.774196558
ENST00000265294,ENSG00000094755 ,GABRP,0.773182686
ENST00000607273,ENSG00000146143 ,PRIM2,0.772504403
ENST00000374263,ENSG00000106868 ,SUSD1,0.77076736
ENST00000261226,ENSG00000057704 ,TMCC3,0.770267007
ENST00000332439,ENSG00000182224 ,CYB5D1,0.768741151
ENST00000309166,ENSG00000175352 ,NRIP3,0.768727992
ENST00000373202,ENSG00000166224 ,SGPL1,0.768486021
ENST00000439040,ENSG00000133657 ,ATP13A3,0.768297053
ENST00000604952,ENSG00000270672 ,MTRNR2L6,0.767673269
ENST00000397732,ENSG00000242852 ,ZNF709,0.767626257
ENST00000507439,ENSG00000151552 ,QDPR,0.76692971
ENST00000368921,ENSG00000213190 ,MLLT11,0.766917052
ENST00000281932,ENSG00000152133 ,GPATCH11,0.763704993
ENST00000447137,ENSG00000173041 ,ZNF680,0.762730297
ENST00000376588,ENSG00000135069 ,PSAT1,0.762338115
ENST00000324068,ENSG00000077274 ,CAPN6,0.762292448
ENST00000432700,ENSG00000128284 ,APOL3,0.761023323
ENST00000263160,ENSG00000091664 ,SLC17A6,0.759404396
ENST00000261530,ENSG00000089916 ,GPATCH2L,0.757708511
ENST00000411529,ENSG00000170144 ,HNRNPA3,0.75747146
ENST00000393230,ENSG00000106459 ,NRF1,0.757045219
ENST00000408927,ENSG00000138698 ,RAP1GDS1,0.756397305
ENST00000357749,ENSG00000188419 ,CHM,0.756275049
ENST00000403491,ENSG00000162599 ,NFIA,0.755246081
ENST00000377669,ENSG00000118922 ,KLF12,0.754396492
ENST00000375180,ENSG00000184083 ,FAM120C,0.754165974
ENST00000297323,ENSG00000164742 ,ADCY1,0.752443133
ENST00000568027,ENSG00000166669 ,ATF7IP2,0.751852782
ENST00000243457,ENSG00000123700 ,KCNJ2,0.751158549
ENST00000383763,ENSG00000206557 ,TRIM71,0.751014081
ENST00000265044,ENSG00000114850 ,SSR3,0.749884008
ENST00000525574,ENSG00000203705 ,TATDN3,0.749763933
ENST00000343735,ENSG00000066405 ,CLDN18,0.749415852
ENST00000376834,ENSG00000156017 ,C9orf41,0.748887507
ENST00000359297,ENSG00000196182 ,STK40,0.748648973
ENST00000285208,ENSG00000154917 ,RAB6B,0.7486075
ENST00000370888,ENSG00000137269 ,LRRC1,0.748439999
ENST00000538932,ENSG00000179195 ,ZNF664,0.747647381
ENST00000318833,ENSG00000180787 ,ZFP3,0.747280061
ENST00000327925,ENSG00000205212 ,CCDC144NL,0.746189747
ENST00000265354,ENSG00000112658 ,SRF,0.745408995
ENST00000373954,ENSG00000009780 ,FAM76A,0.744958048
ENST00000451746,ENSG00000100220 ,RTCB,0.744054068
ENST00000411772,ENSG00000067369 ,TP53BP1,0.743609736
ENST00000367590,ENSG00000143324 ,XPR1,0.743052243
ENST00000262995,ENSG00000109458 ,GAB1,0.740463687
ENST00000405309,ENSG00000100105 ,PATZ1,0.739895738
ENST00000330619,ENSG00000197016 ,ZNF470,0.739104856
ENST00000377801,ENSG00000182836 ,PLCXD3,0.738371668
ENST00000371906,ENSG00000180772 ,AGTR2,0.736605512
ENST00000359042,ENSG00000141219 ,C17orf80,0.736262374
ENST00000462315,ENSG00000138496 ,PARP9,0.73474737
ENST00000402690,ENSG00000175387 ,SMAD2,0.734290121
ENST00000401957,ENSG00000136237 ,RAPGEF5,0.734007618
ENST00000476977,ENSG00000006704 ,GTF2IRD1,0.733471969
ENST00000397554,ENSG00000101019 ,UQCC1,0.733403363
ENST00000535381,ENSG00000164241 ,C5orf63,0.732931719
ENST00000375286,ENSG00000180901 ,KCTD2,0.731352048
ENST00000241502,ENSG00000122068 ,FYTTD1,0.73025451
ENST00000339144,ENSG00000180483 ,DEFB119,0.729911388
ENST00000301765,ENSG00000167987 ,VPS37C,0.72967723
ENST00000373079,ENSG00000186310 ,NAP1L3,0.729514034
ENST00000297185,ENSG00000113013 ,HSPA9,0.729129987
ENST00000378654,ENSG00000136143 ,SUCLA2,0.729099717
ENST00000434704,ENSG00000064195 ,DLX3,0.728897881
ENST00000543942,ENSG00000185306 ,C12orf56,0.727712397
ENST00000599847,ENSG00000152439 ,ZNF773,0.723085898
ENST00000517734,ENSG00000186204 ,CYP4F12,0.721944011
ENST00000457346,ENSG00000175356 ,SCUBE2,0.721625401
ENST00000491143,ENSG00000119547 ,ONECUT2,0.72150406
ENST00000223145,ENSG00000106415 ,GLCCI1,0.721447753
ENST00000371655,ENSG00000169213 ,RAB3B,0.721051778
ENST00000369566,ENSG00000134262 ,AP4B1,0.720986083
ENST00000432519,ENSG00000131378 ,RFTN1,0.720661125
ENST00000409654,ENSG00000135999 ,EPC2,0.720400841
ENST00000262244,ENSG00000120162 ,MOB3B,0.719431677
ENST00000438581,ENSG00000176142 ,TMEM39A,0.719190134
ENST00000307145,ENSG00000169926 ,KLF13,0.718921102
ENST00000430160,ENSG00000187456 ,RDM1,0.718682615
ENST00000299427,ENSG00000166340 ,TPP1,0.718647209
ENST00000419748,ENSG00000172071 ,EIF2AK3,0.718161472
ENST00000336283,ENSG00000213523 ,SRA1,0.717386531
ENST00000397609,ENSG00000171262 ,FAM98B,0.716300522
ENST00000381052,ENSG00000049192 ,ADAMTS6,0.715045602
ENST00000422269,ENSG00000273269 ,RP11-761B3.1,0.714599931
ENST00000532763,ENSG00000164483 ,SAMD3,0.714051566
ENST00000381709,ENSG00000205777 ,GAGE1,0.712886158
ENST00000304883,ENSG00000169836 ,TACR3,0.71273093
ENST00000248444,ENSG00000127831 ,VIL1,0.712725649
ENST00000368417,ENSG00000188580 ,NKAIN2,0.711991562
ENST00000367405,ENSG00000177888 ,ZBTB41,0.710122414
ENST00000244426,ENSG00000112146 ,FBXO9,0.710052248
ENST00000257831,ENSG00000135373 ,EHF,0.709841133
ENST00000381655,ENSG00000132932 ,ATP8A2,0.709643544
ENST00000488564,ENSG00000106052 ,TAX1BP1,0.709558928
ENST00000378611,ENSG00000166455 ,C16orf46,0.709137908
ENST00000264033,ENSG00000110395 ,CBL,0.708633544
ENST00000281317,ENSG00000151611 ,MMAA,0.708175143
ENST00000261381,ENSG00000103489 ,XYLT1,0.708126159
ENST00000306271,ENSG00000188581 ,KRTAP1-1,0.707760349
ENST00000357250,ENSG00000112280 ,COL9A1,0.70737368
ENST00000327720,ENSG00000184302 ,SIX6,0.706569253
ENST00000298767,ENSG00000062650 ,WAPAL,0.705594128
ENST00000306434,ENSG00000168906 ,MAT2A,0.704542127
ENST00000520693,ENSG00000006837 ,CDKL3,0.704298083
ENST00000217289,ENSG00000101311 ,FERMT1,0.704271138
ENST00000459997,ENSG00000116649 ,SRM,0.703904465
ENST00000519948,ENSG00000253719 ,ATXN7L3B,0.703844853
ENST00000398970,ENSG00000167193 ,CRK,0.703666808
ENST00000393158,ENSG00000170962 ,PDGFD,0.703617537
ENST00000316610,ENSG00000176055 ,MBLAC2,0.701773519
ENST00000267843,ENSG00000140285 ,FGF7,0.701767836
ENST00000549802,ENSG00000257242 ,C12orf79,0.701336195
ENST00000361236,ENSG00000152558 ,TMEM123,0.701239458
ENST00000357731,ENSG00000172260 ,NEGR1,0.700883366
ENST00000400546,ENSG00000154654 ,NCAM2,0.700834473
ENST00000335255,ENSG00000141568 ,FOXK2,0.700082636
