Transcript Id,Gene Id,name,miTG score
ENST00000336934,ENSG00000133121 ,STARD13,0.951040941
ENST00000273666,ENSG00000145087 ,STXBP5L,0.950816249
ENST00000353267,ENSG00000118260 ,CREB1,0.9473826
ENST00000426016,ENSG00000115904 ,SOS1,0.94572598
ENST00000420581,ENSG00000163380 ,LMOD3,0.94450503
ENST00000303115,ENSG00000168685 ,IL7R,0.942383606
ENST00000280200,ENSG00000150637 ,CD226,0.942332312
ENST00000321039,ENSG00000178201 ,VN1R1,0.942102929
ENST00000456331,ENSG00000158528 ,PPP1R9A,0.941480769
ENST00000317025,ENSG00000147548 ,WHSC1L1,0.939646092
ENST00000373001,ENSG00000116954 ,RRAGC,0.938215575
ENST00000368905,ENSG00000163156 ,SCNM1,0.937811882
ENST00000533683,ENSG00000141858 ,SAMD1,0.93624599
ENST00000475883,ENSG00000143036 ,SLC44A3,0.934720534
ENST00000371000,ENSG00000081985 ,IL12RB2,0.93295545
ENST00000541507,ENSG00000003056 ,M6PR,0.932822274
ENST00000375549,ENSG00000204370 ,SDHD,0.93185572
ENST00000266991,ENSG00000139549 ,DHH,0.9316349
ENST00000543111,ENSG00000185958 ,FAM186A,0.929855371
ENST00000604624,ENSG00000156113 ,KCNMA1,0.929291785
ENST00000306560,ENSG00000103044 ,HAS3,0.928487255
ENST00000278426,ENSG00000149150 ,SLC43A1,0.925621371
ENST00000473989,ENSG00000157741 ,UBN2,0.925226637
ENST00000443157,ENSG00000131355 ,EMR3,0.924716095
ENST00000421745,ENSG00000115760 ,BIRC6,0.924565821
ENST00000265068,ENSG00000114656 ,KIAA1257,0.924063899
ENST00000373954,ENSG00000009780 ,FAM76A,0.923274864
ENST00000565367,ENSG00000069943 ,PIGB,0.923242593
ENST00000373187,ENSG00000196090 ,PTPRT,0.923102575
ENST00000598597,ENSG00000105127 ,AKAP8,0.922697802
ENST00000367780,ENSG00000007908 ,SELE,0.922644176
ENST00000259455,ENSG00000136928 ,GABBR2,0.921998861
ENST00000372113,ENSG00000204033 ,LRIT2,0.921764342
ENST00000488381,ENSG00000111653 ,ING4,0.921651812
ENST00000544264,ENSG00000008300 ,CELSR3,0.917676403
ENST00000403662,ENSG00000100368 ,CSF2RB,0.917382387
ENST00000392067,ENSG00000020577 ,SAMD4A,0.91509866
ENST00000265073,ENSG00000113387 ,SUB1,0.914827171
ENST00000329697,ENSG00000066813 ,ACSM2B,0.91374129
ENST00000340258,ENSG00000107551 ,RASSF4,0.913736149
ENST00000396842,ENSG00000144597 ,EAF1,0.913585569
ENST00000389677,ENSG00000146267 ,FAXC,0.913490935
ENST00000428210,ENSG00000082898 ,XPO1,0.913260874
ENST00000380079,ENSG00000127954 ,STEAP4,0.912923801
ENST00000421980,ENSG00000106290 ,TAF6,0.912333203
ENST00000392328,ENSG00000151690 ,MFSD6,0.909393663
ENST00000225538,ENSG00000108405 ,P2RX1,0.908582163
ENST00000490035,ENSG00000185565 ,LSAMP,0.907342808
ENST00000425217,ENSG00000171435 ,KSR2,0.905114819
ENST00000265044,ENSG00000114850 ,SSR3,0.904836486
ENST00000241436,ENSG00000122008 ,POLK,0.90353761
ENST00000251527,ENSG00000117868 ,ESYT2,0.90337683
ENST00000409003,ENSG00000177570 ,SAMD12,0.901548383
ENST00000514049,ENSG00000103599 ,IQCH,0.901091802
ENST00000310799,ENSG00000174370 ,C11orf45,0.900273969
ENST00000373816,ENSG00000162419 ,GMEB1,0.899638415
ENST00000392869,ENSG00000121964 ,GTDC1,0.89913511
ENST00000331366,ENSG00000139117 ,CPNE8,0.89900992
ENST00000361972,ENSG00000198879 ,SFMBT2,0.898441813
ENST00000399298,ENSG00000196932 ,TMEM26,0.89800391
ENST00000326225,ENSG00000153207 ,AHCTF1,0.895747228
ENST00000303735,ENSG00000169507 ,SLC38A11,0.894548335
ENST00000393047,ENSG00000150776 ,C11orf57,0.894278881
ENST00000480945,ENSG00000197312 ,DDI2,0.893952425
ENST00000378004,ENSG00000145819 ,ARHGAP26,0.893882572
ENST00000312349,ENSG00000172568 ,FNDC9,0.893116127
ENST00000243673,ENSG00000123901 ,GPR83,0.892690041
ENST00000482325,ENSG00000135968 ,GCC2,0.892016569
ENST00000288937,ENSG00000158042 ,MRPL17,0.891098073
ENST00000495242,ENSG00000047648 ,ARHGAP6,0.891024461
ENST00000347785,ENSG00000110448 ,CD5,0.889258337
ENST00000565280,ENSG00000198690 ,FAN1,0.887288865
ENST00000506143,ENSG00000206384 ,COL6A6,0.886671833
ENST00000459771,ENSG00000103852 ,TTC23,0.885227872
ENST00000279024,ENSG00000149633 ,KIAA1755,0.88387911
ENST00000330909,ENSG00000151276 ,MAGI1,0.882942526
ENST00000579387,ENSG00000140829 ,DHX38,0.882655652
ENST00000340652,ENSG00000188730 ,VWC2,0.881757361
ENST00000375437,ENSG00000136531 ,SCN2A,0.880822898
ENST00000296402,ENSG00000145349 ,CAMK2D,0.879897034
ENST00000512070,ENSG00000038382 ,TRIO,0.879391204
ENST00000296490,ENSG00000164091 ,WDR82,0.878440965
ENST00000456458,ENSG00000122643 ,NT5C3A,0.878427948
ENST00000429806,ENSG00000042445 ,RETSAT,0.875673296
ENST00000341394,ENSG00000135387 ,CAPRIN1,0.874929573
ENST00000512091,ENSG00000150471 ,LPHN3,0.874743128
ENST00000541363,ENSG00000149948 ,HMGA2,0.874090566
ENST00000262487,ENSG00000101230 ,ISM1,0.873239154
ENST00000446767,ENSG00000076248 ,UNG,0.872084631
ENST00000488550,ENSG00000143995 ,MEIS1,0.869186468
ENST00000452398,ENSG00000183960 ,KCNH8,0.868637554
ENST00000295851,ENSG00000138443 ,ABI2,0.867979991
ENST00000408926,ENSG00000221947 ,XKR9,0.866873829
ENST00000256637,ENSG00000134243 ,SORT1,0.865569055
ENST00000371947,ENSG00000184719 ,RNLS,0.864426551
ENST00000261455,ENSG00000065600 ,TMEM206,0.864421713
ENST00000570101,ENSG00000103042 ,SLC38A7,0.862891478
ENST00000599343,ENSG00000260415 ,AC068987.1,0.861897468
ENST00000322244,ENSG00000033178 ,UBA6,0.86061679
ENST00000422132,ENSG00000144815 ,NXPE3,0.859899099
ENST00000392665,ENSG00000151704 ,KCNJ1,0.85900741
ENST00000530537,ENSG00000166938 ,DIS3L,0.858881304
ENST00000381396,ENSG00000103540 ,CCP110,0.857479703
ENST00000608933,ENSG00000163644 ,PPM1K,0.857030806
ENST00000441692,ENSG00000125676 ,THOC2,0.856089539
ENST00000221485,ENSG00000104888 ,SLC17A7,0.855723707
ENST00000370021,ENSG00000134186 ,PRPF38B,0.852661837
ENST00000526355,ENSG00000152402 ,GUCY1A2,0.851283506
ENST00000426126,ENSG00000186908 ,ZDHHC17,0.851106274
ENST00000367941,ENSG00000079950 ,STX7,0.850362402
ENST00000339948,ENSG00000179930 ,ZNF648,0.84939083
ENST00000396184,ENSG00000154678 ,PDE1C,0.848838233
ENST00000458385,ENSG00000164323 ,KIAA1430,0.848696872
ENST00000272462,ENSG00000144063 ,MALL,0.846399189
ENST00000470056,ENSG00000165219 ,GAPVD1,0.845368993
ENST00000396879,ENSG00000166762 ,CATSPER2,0.843258321
ENST00000448454,ENSG00000243444 ,PALM2,0.842887651
ENST00000277141,ENSG00000083223 ,ZCCHC6,0.842258343
ENST00000373670,ENSG00000056586 ,RC3H2,0.842078816
ENST00000400677,ENSG00000215612 ,HMX1,0.839729564
ENST00000368521,ENSG00000143612 ,C1orf43,0.836867552
ENST00000397292,ENSG00000137055 ,PLAA,0.834828206
ENST00000394610,ENSG00000125354 ,44810,0.834625455
ENST00000337006,ENSG00000135049 ,AGTPBP1,0.834599891
ENST00000372037,ENSG00000107779 ,BMPR1A,0.834432307
ENST00000582365,ENSG00000150656 ,CNDP1,0.833778446
ENST00000296755,ENSG00000131711 ,MAP1B,0.833041822
ENST00000522965,ENSG00000104312 ,RIPK2,0.832705459
ENST00000366610,ENSG00000168264 ,IRF2BP2,0.832108495
ENST00000381854,ENSG00000106993 ,CDC37L1,0.829755843
ENST00000280082,ENSG00000150526 ,MIA2,0.829595409
ENST00000489805,ENSG00000137203 ,TFAP2A,0.829250511
ENST00000327835,ENSG00000164684 ,ZNF704,0.82771328
ENST00000377084,ENSG00000178235 ,SLITRK1,0.827169262
ENST00000361897,ENSG00000198929 ,NOS1AP,0.825480657
ENST00000561908,ENSG00000261611 ,AC010547.9,0.824074569
ENST00000443387,ENSG00000167635 ,ZNF146,0.823472412
ENST00000523629,ENSG00000079102 ,RUNX1T1,0.823273526
ENST00000287934,ENSG00000157240 ,FZD1,0.822712099
ENST00000359775,ENSG00000175048 ,ZDHHC14,0.822460542
ENST00000379374,ENSG00000102174 ,PHEX,0.821934068
ENST00000262096,ENSG00000104219 ,ZDHHC2,0.821341453
ENST00000460393,ENSG00000196549 ,MME,0.820929354
ENST00000450950,ENSG00000127249 ,ATP13A4,0.819659274
ENST00000312849,ENSG00000181016 ,LSMEM1,0.818245305
ENST00000226004,ENSG00000108861 ,DUSP3,0.81723274
ENST00000371130,ENSG00000009694 ,TENM1,0.81711907
ENST00000296543,ENSG00000164134 ,NAA15,0.817008943
ENST00000326524,ENSG00000168621 ,GDNF,0.815865665
ENST00000286067,ENSG00000155640 ,C10orf12,0.815181409
ENST00000512701,ENSG00000155158 ,TTC39B,0.814024862
ENST00000260585,ENSG00000138018 ,EPT1,0.814011062
ENST00000265992,ENSG00000107443 ,CCNJ,0.8126999
ENST00000503362,ENSG00000129128 ,SPCS3,0.811270107
ENST00000361085,ENSG00000075407 ,ZNF37A,0.810596798
ENST00000257189,ENSG00000134757 ,DSG3,0.810138364
ENST00000396671,ENSG00000151090 ,THRB,0.809830581
ENST00000379047,ENSG00000181019 ,NQO1,0.809128125
ENST00000556551,ENSG00000258653 ,RP5-1021I20.4,0.808850949
ENST00000372045,ENSG00000101938 ,CHRDL1,0.808700151
ENST00000448775,ENSG00000166250 ,CLMP,0.80787213
ENST00000394810,ENSG00000166317 ,SYNPO2L,0.807661887
ENST00000360647,ENSG00000163848 ,ZNF148,0.806841406
ENST00000318129,ENSG00000181938 ,GINS3,0.806362208
ENST00000381938,ENSG00000121895 ,TMEM156,0.806076203
ENST00000287859,ENSG00000157181 ,C1orf27,0.805221345
ENST00000394329,ENSG00000196159 ,FAT4,0.804765807
ENST00000575332,ENSG00000006194 ,ZNF263,0.802503349
ENST00000296411,ENSG00000164024 ,METAP1,0.801807123
ENST00000496455,ENSG00000163655 ,GMPS,0.801696597
ENST00000327300,ENSG00000121774 ,KHDRBS1,0.800753801
ENST00000367218,ENSG00000058668 ,ATP2B4,0.800388719
ENST00000370790,ENSG00000156504 ,FAM122B,0.799825566
ENST00000239944,ENSG00000120742 ,SERP1,0.79931855
ENST00000376717,ENSG00000106772 ,PRUNE2,0.797306256
ENST00000286548,ENSG00000156052 ,GNAQ,0.796593334
ENST00000296464,ENSG00000164070 ,HSPA4L,0.79630192
ENST00000261401,ENSG00000110880 ,CORO1C,0.796032204
ENST00000357721,ENSG00000139160 ,METTL20,0.794855402
ENST00000366911,ENSG00000026652 ,AGPAT4,0.794820712
ENST00000417545,ENSG00000150244 ,TRIM48,0.794264551
ENST00000299092,ENSG00000166073 ,GPR176,0.791585627
ENST00000557912,ENSG00000182117 ,NOP10,0.789672956
ENST00000520486,ENSG00000147419 ,CCDC25,0.78881177
ENST00000341998,ENSG00000155886 ,SLC24A2,0.788722354
ENST00000319119,ENSG00000177125 ,ZBTB34,0.788554945
ENST00000320005,ENSG00000170289 ,CNGB3,0.787187077
ENST00000354833,ENSG00000172058 ,SERF1A,0.786952405
ENST00000246104,ENSG00000215397 ,SCRT2,0.786224064
ENST00000254653,ENSG00000132321 ,IQCA1,0.785944394
ENST00000267859,ENSG00000140299 ,BNIP2,0.785548785
ENST00000419610,ENSG00000004534 ,RBM6,0.783314719
ENST00000372564,ENSG00000148341 ,SH3GLB2,0.783239552
ENST00000230461,ENSG00000112697 ,TMEM30A,0.782516089
ENST00000395743,ENSG00000174808 ,BTC,0.782505294
ENST00000299977,ENSG00000166750 ,SLFN5,0.7812259
ENST00000261491,ENSG00000102780 ,DGKH,0.780861318
ENST00000487416,ENSG00000214046 ,SMIM7,0.78066725
ENST00000259750,ENSG00000146216 ,TTBK1,0.780596577
ENST00000451479,ENSG00000100036 ,SLC35E4,0.778889443
ENST00000380599,ENSG00000174282 ,ZBTB4,0.778243702
ENST00000390645,ENSG00000188042 ,ARL4C,0.777719454
ENST00000379400,ENSG00000101265 ,RASSF2,0.776757206
ENST00000322247,ENSG00000177150 ,FAM210A,0.776089385
ENST00000417257,ENSG00000171877 ,FRMD5,0.775746569
ENST00000395282,ENSG00000189308 ,LIN54,0.773210089
ENST00000443836,ENSG00000228208 ,C1orf143,0.773096101
ENST00000278550,ENSG00000149256 ,TENM4,0.772042305
ENST00000375809,ENSG00000204420 ,C6orf25,0.771090655
ENST00000335255,ENSG00000141568 ,FOXK2,0.770842771
ENST00000253692,ENSG00000131374 ,TBC1D5,0.770078774
ENST00000344138,ENSG00000100351 ,GRAP2,0.768812737
ENST00000232496,ENSG00000114383 ,TUSC2,0.767858887
ENST00000261233,ENSG00000090376 ,IRAK3,0.767371271
ENST00000393909,ENSG00000115364 ,MRPL19,0.766602479
ENST00000333598,ENSG00000183019 ,C19orf59,0.766339363
ENST00000493950,ENSG00000118492 ,ADGB,0.76558566
ENST00000405409,ENSG00000100320 ,RBFOX2,0.764916693
ENST00000373055,ENSG00000134690 ,CDCA8,0.762992212
ENST00000321560,ENSG00000179598 ,PLD6,0.761984209
ENST00000294353,ENSG00000162378 ,ZYG11B,0.761866443
ENST00000256246,ENSG00000133863 ,TEX15,0.761864075
ENST00000586615,ENSG00000125740 ,FOSB,0.760693298
ENST00000398514,ENSG00000113657 ,DPYSL3,0.759578482
ENST00000219905,ENSG00000174197 ,MGA,0.758308642
ENST00000343017,ENSG00000178996 ,SNX18,0.758084682
ENST00000468647,ENSG00000153303 ,FRMD1,0.757914467
ENST00000443785,ENSG00000159086 ,PAXBP1,0.757755341
ENST00000521288,ENSG00000198585 ,NUDT16,0.756615855
ENST00000356198,ENSG00000120334 ,CENPL,0.756319082
ENST00000369317,ENSG00000117289 ,TXNIP,0.75524437
ENST00000399639,ENSG00000143469 ,SYT14,0.754985345
ENST00000591793,ENSG00000267022 ,ZNF223,0.754565555
ENST00000423058,ENSG00000144285 ,SCN1A,0.754484022
ENST00000261900,ENSG00000129315 ,CCNT1,0.753290185
ENST00000282120,ENSG00000152291 ,TGOLN2,0.751827965
ENST00000359486,ENSG00000100207 ,TCF20,0.751104047
ENST00000407610,ENSG00000131732 ,ZCCHC9,0.750373745
ENST00000382114,ENSG00000153012 ,LGI2,0.748358815
ENST00000372246,ENSG00000101844 ,ATG4A,0.748072719
ENST00000335007,ENSG00000186298 ,PPP1CC,0.747020335
ENST00000325686,ENSG00000179630 ,LACC1,0.74690482
ENST00000296679,ENSG00000164253 ,WDR41,0.746691573
ENST00000347691,ENSG00000182400 ,TRAPPC6B,0.746281943
ENST00000405863,ENSG00000122584 ,NXPH1,0.745625898
ENST00000370752,ENSG00000165359 ,DDX26B,0.745493596
ENST00000374045,ENSG00000181634 ,TNFSF15,0.744696854
ENST00000442267,ENSG00000109436 ,TBC1D9,0.744432937
ENST00000337530,ENSG00000165185 ,KIAA1958,0.744023701
ENST00000345514,ENSG00000127152 ,BCL11B,0.743596036
ENST00000530339,ENSG00000204967 ,PCDHA4,0.743442777
ENST00000355238,ENSG00000135316 ,SYNCRIP,0.743051081
ENST00000298289,ENSG00000165502 ,RPL36AL,0.742613901
ENST00000287936,ENSG00000113161 ,HMGCR,0.742407573
ENST00000354534,ENSG00000196876 ,SCN8A,0.742343073
ENST00000482512,ENSG00000173230 ,GOLGB1,0.7413665
ENST00000234816,ENSG00000116194 ,ANGPTL1,0.740808082
ENST00000242848,ENSG00000123200 ,ZC3H13,0.739074747
ENST00000378060,ENSG00000136100 ,VPS36,0.738655891
ENST00000518156,ENSG00000006377 ,DLX6,0.738531321
ENST00000367021,ENSG00000117595 ,IRF6,0.737933749
ENST00000294543,ENSG00000162542 ,TMCO4,0.734593016
ENST00000362012,ENSG00000095303 ,PTGS1,0.733594343
ENST00000523206,ENSG00000164941 ,INTS8,0.732799609
ENST00000361922,ENSG00000105695 ,MAG,0.732736152
ENST00000335866,ENSG00000106070 ,GRB10,0.732181372
ENST00000416457,ENSG00000182973 ,CNOT10,0.731977174
ENST00000295206,ENSG00000163064 ,EN1,0.730867549
ENST00000370763,ENSG00000162616 ,DNAJB4,0.730837577
ENST00000508278,ENSG00000175581 ,MRPL48,0.730406758
ENST00000379391,ENSG00000166881 ,TMEM194A,0.729320893
ENST00000243997,ENSG00000124172 ,ATP5E,0.727974911
ENST00000304534,ENSG00000136653 ,RASSF5,0.727286843
ENST00000353278,ENSG00000163817 ,SLC6A20,0.726403616
ENST00000374282,ENSG00000158006 ,PAFAH2,0.726082877
ENST00000515393,ENSG00000175471 ,MCTP1,0.725332298
ENST00000395923,ENSG00000104490 ,NCALD,0.724690617
ENST00000261643,ENSG00000006695 ,COX10,0.724349482
ENST00000298295,ENSG00000165507 ,C10orf10,0.724167967
ENST00000377263,ENSG00000178585 ,CTNNBIP1,0.723923654
ENST00000254695,ENSG00000132359 ,RAP1GAP2,0.723372325
ENST00000295633,ENSG00000163430 ,FSTL1,0.72336715
ENST00000316149,ENSG00000123545 ,NDUFAF4,0.722913213
ENST00000369089,ENSG00000057657 ,PRDM1,0.722227907
ENST00000261596,ENSG00000101577 ,LPIN2,0.722039344
ENST00000338700,ENSG00000109654 ,TRIM2,0.721651845
ENST00000547992,ENSG00000135452 ,TSPAN31,0.721573304
ENST00000268719,ENSG00000141034 ,GID4,0.720840019
ENST00000448920,ENSG00000165509 ,MAGEC3,0.719927524
ENST00000353107,ENSG00000147669 ,POLR2K,0.719114508
ENST00000510659,ENSG00000082213 ,C5orf22,0.718602692
ENST00000558181,ENSG00000128915 ,NARG2,0.718361157
ENST00000370331,ENSG00000067208 ,EVI5,0.718034197
ENST00000356495,ENSG00000162896 ,PIGR,0.717807737
ENST00000264235,ENSG00000082701 ,GSK3B,0.717095968
ENST00000370282,ENSG00000117500 ,TMED5,0.716880748
ENST00000525698,ENSG00000019144 ,PHLDB1,0.716267282
ENST00000379350,ENSG00000112137 ,PHACTR1,0.715125918
ENST00000409195,ENSG00000163092 ,XIRP2,0.714275645
ENST00000442488,ENSG00000128610 ,FEZF1,0.713554535
ENST00000367922,ENSG00000162733 ,DDR2,0.713088518
ENST00000262039,ENSG00000078142 ,PIK3C3,0.712830521
ENST00000601380,ENSG00000189045 ,ANKDD1B,0.71208381
ENST00000602149,ENSG00000121406 ,ZNF549,0.711887228
ENST00000265840,ENSG00000110675 ,ELMOD1,0.711008964
ENST00000234071,ENSG00000115718 ,PROC,0.710760751
ENST00000297354,ENSG00000164764 ,SBSPON,0.710585904
ENST00000366787,ENSG00000186340 ,THBS2,0.710137316
ENST00000475656,ENSG00000163322 ,FAM175A,0.709903083
ENST00000261486,ENSG00000129595 ,EPB41L4A,0.709675417
ENST00000357613,ENSG00000166822 ,TMEM170A,0.709422388
ENST00000263849,ENSG00000104427 ,ZC2HC1A,0.708812012
ENST00000378628,ENSG00000130962 ,PRRG1,0.708457964
ENST00000367642,ENSG00000240021 ,TEX35,0.707942054
ENST00000371177,ENSG00000162604 ,TM2D1,0.707352034
ENST00000526136,ENSG00000204969 ,PCDHA2,0.707054718
ENST00000393359,ENSG00000135966 ,TGFBRAP1,0.706711486
ENST00000373477,ENSG00000134684 ,YARS,0.706079997
ENST00000338244,ENSG00000089057 ,SLC23A2,0.705961172
ENST00000479733,ENSG00000197467 ,COL13A1,0.704773957
ENST00000296786,ENSG00000164332 ,UBLCP1,0.704413409
ENST00000432648,ENSG00000174574 ,AKIRIN1,0.703946416
ENST00000432845,ENSG00000106591 ,MRPL32,0.703336806
ENST00000440172,ENSG00000122778 ,KIAA1549,0.703203427
ENST00000568954,ENSG00000040199 ,PHLPP2,0.702824282
ENST00000549802,ENSG00000257242 ,C12orf79,0.70147793
ENST00000400573,ENSG00000099954 ,CECR2,0.700926351
ENST00000532417,ENSG00000135374 ,ELF5,0.700694302
ENST00000263102,ENSG00000108091 ,CCDC6,0.700648571
