Transcript Id,Gene Id,name,miTG score
ENST00000405409,ENSG00000100320 ,RBFOX2,0.808309667
ENST00000328396,ENSG00000184886 ,PIGW,0.807101988
ENST00000233892,ENSG00000115540 ,MOB4,0.805460824
ENST00000371953,ENSG00000171862 ,PTEN,0.798530871
ENST00000555820,ENSG00000196136 ,SERPINA3,0.796297504
ENST00000466813,ENSG00000204859 ,ZBTB48,0.786820574
ENST00000261401,ENSG00000110880 ,CORO1C,0.783020391
ENST00000556399,ENSG00000165801 ,ARHGEF40,0.782829992
ENST00000555322,ENSG00000092200 ,RPGRIP1,0.782306816
ENST00000577831,ENSG00000125686 ,MED1,0.779670364
ENST00000417788,ENSG00000100023 ,PPIL2,0.77789085
ENST00000209875,ENSG00000094916 ,CBX5,0.776112884
ENST00000347197,ENSG00000120088 ,CRHR1,0.772367004
ENST00000333891,ENSG00000186472 ,PCLO,0.770613147
ENST00000457135,ENSG00000189079 ,ARID2,0.770418378
ENST00000306560,ENSG00000103044 ,HAS3,0.770146852
ENST00000422044,ENSG00000196644 ,GPR89C,0.769701965
ENST00000316594,ENSG00000126945 ,HNRNPH2,0.768916027
ENST00000601935,ENSG00000197372 ,ZNF675,0.767041246
ENST00000482399,ENSG00000223501 ,VPS52,0.766939518
ENST00000369151,ENSG00000151893 ,CACUL1,0.763498956
ENST00000465611,ENSG00000215568 ,GAB4,0.763061297
ENST00000541490,ENSG00000123094 ,RASSF8,0.762596225
ENST00000418386,ENSG00000226979 ,LTA,0.761214933
ENST00000448454,ENSG00000243444 ,PALM2,0.760532945
ENST00000328041,ENSG00000185052 ,SLC24A3,0.760477931
ENST00000263026,ENSG00000103319 ,EEF2K,0.759725331
ENST00000261441,ENSG00000081019 ,RSBN1,0.758244282
ENST00000374144,ENSG00000177354 ,C10orf71,0.756746486
ENST00000435033,ENSG00000268744 ,CTD-3105H18.14,0.754530092
ENST00000370314,ENSG00000011677 ,GABRA3,0.751133718
ENST00000349699,ENSG00000141141 ,DDX52,0.747365023
ENST00000302035,ENSG00000117090 ,SLAMF1,0.747304623
ENST00000311172,ENSG00000137478 ,FCHSD2,0.745747861
ENST00000545827,ENSG00000103227 ,LMF1,0.742777055
ENST00000330287,ENSG00000185010 ,F8,0.741790181
ENST00000377453,ENSG00000102805 ,CLN5,0.741083686
ENST00000483943,ENSG00000114115 ,RBP1,0.740853871
ENST00000354193,ENSG00000198168 ,SVIP,0.738369331
ENST00000391355,ENSG00000212659 ,KRTAP9-6,0.734922972
ENST00000553645,ENSG00000119661 ,DNAL1,0.734051395
ENST00000264917,ENSG00000113231 ,PDE8B,0.733785738
ENST00000449313,ENSG00000143373 ,ZNF687,0.732061604
ENST00000284165,ENSG00000125952 ,MAX,0.731952549
ENST00000450979,ENSG00000235268 ,KDM4E,0.73146004
ENST00000288368,ENSG00000046889 ,PREX2,0.728037428
ENST00000373755,ENSG00000106852 ,LHX6,0.725924915
ENST00000374720,ENSG00000070214 ,SLC44A1,0.72584988
ENST00000263054,ENSG00000108018 ,SORCS1,0.725633776
ENST00000296526,ENSG00000120251 ,GRIA2,0.723486301
ENST00000263849,ENSG00000104427 ,ZC2HC1A,0.72276192
ENST00000526148,ENSG00000110321 ,EIF4G2,0.722245809
ENST00000013894,ENSG00000011198 ,ABHD5,0.719979656
ENST00000370944,ENSG00000118454 ,ANKRD13C,0.718095771
ENST00000371655,ENSG00000169213 ,RAB3B,0.717982932
ENST00000429719,ENSG00000188732 ,FAM221A,0.717022729
ENST00000368779,ENSG00000187173 ,LCE2A,0.716962998
ENST00000354185,ENSG00000165732 ,DDX21,0.716675546
ENST00000537348,ENSG00000184445 ,KNTC1,0.71657588
ENST00000329618,ENSG00000184809 ,C21orf88,0.716135109
ENST00000471702,ENSG00000113971 ,NPHP3,0.716000825
ENST00000526909,ENSG00000177106 ,EPS8L2,0.713826633
ENST00000606025,ENSG00000258881 ,AC007040.11,0.713186255
ENST00000367941,ENSG00000079950 ,STX7,0.710413313
ENST00000254442,ENSG00000091157 ,WDR7,0.710165188
ENST00000441508,ENSG00000214688 ,C10orf105,0.708853536
ENST00000354833,ENSG00000172058 ,SERF1A,0.707659671
ENST00000467460,ENSG00000114757 ,PEX5L,0.707225108
ENST00000371316,ENSG00000162390 ,ACOT11,0.706277808
ENST00000479665,ENSG00000163512 ,AZI2,0.703798638
ENST00000262995,ENSG00000109458 ,GAB1,0.703680777
ENST00000436411,ENSG00000105865 ,DUS4L,0.702242209
ENST00000369519,ENSG00000203867 ,RBM20,0.701061848
